Year,Geographical area,Местность,Sex,Возраст,Образование,Value
2018,,,,,,91.8
2018,,Городская,,,,94.9
2018,,Сельская,,,,89.9
2018,,,Male,,,92.8
2018,,,Female,,,91.0
2018,Batken Oblast,,,,,91.1
2018,Джалал-Абадская область,,,,,90.6
2018,Иссык-Кульская область,,,,,92.1
2018,Нарынская область,,,,,89.4
2018,Ошская область,,,,,87.6
2018,Таласская область,,,,,91.5
2018,Чуйская область,,,,,94.6
2018,г.Бишкек,,,,,97.0
2018,г.Ош,,,,,88.3
2018,,,,"Молодёжь, 15-28 лет",,90.9
2018,,,,Взрослое население трудоспособного возраста (от 29 лет),,95.9
2018,,,,"Старше трудоспособного возраста (женщины 58 лет и старше, мужчины 63 лет и старше)",,78.8
2018,,,,,Дошкольное/Начальное,58.1
2018,,,,,Основное общее,84.0
2018,,,,,Среднее общее,92.8
2018,,,,,Профессиональное среднее,96.4
2018,,,,,Высшее,98.1
