Year,Reference area,GeoCode,Value
2007,,,9.2
2008,,,8.9
2009,,,8.5
2010,,,9.2
2011,,,8.5
2012,,,9.3
2013,,,7.8
2014,,,7.9
2015,,,7.0
2016,,,6.9
2017,,,6.3
2018,,,6.0
2019,,,5.8
2020,,,4.6
2021,,,5.8
2007,Batken,KG05,6.6
2008,Batken,KG05,8.5
2009,Batken,KG05,7.4
2010,Batken,KG05,6.4
2011,Batken,KG05,8.5
2012,Batken,KG05,9.7
2013,Batken,KG05,6.9
2014,Batken,KG05,6.1
2015,Batken,KG05,8.2
2016,Batken,KG05,5.8
2017,Batken,KG05,6.1
2018,Batken,KG05,7.5
2019,Batken,KG05,6.8
2020,Batken,KG05,4.2
2021,Batken,KG05,4.7
2007,Jalal-Abad,KG03,5.7
2008,Jalal-Abad,KG03,4.7
2009,Jalal-Abad,KG03,2.4
2010,Jalal-Abad,KG03,1.5
2011,Jalal-Abad,KG03,2.3
2012,Jalal-Abad,KG03,3.8
2013,Jalal-Abad,KG03,2.8
2014,Jalal-Abad,KG03,3.9
2015,Jalal-Abad,KG03,2.7
2016,Jalal-Abad,KG03,2.9
2017,Jalal-Abad,KG03,1.4
2018,Jalal-Abad,KG03,1.5
2019,Jalal-Abad,KG03,2.6
2020,Jalal-Abad,KG03,1.3
2021,Jalal-Abad,KG03,1.6
2007,Issyk-Kul,KG02,20.0
2008,Issyk-Kul,KG02,21.5
2009,Issyk-Kul,KG02,21.2
2010,Issyk-Kul,KG02,23.0
2011,Issyk-Kul,KG02,22.0
2012,Issyk-Kul,KG02,25.1
2013,Issyk-Kul,KG02,19.1
2014,Issyk-Kul,KG02,21.0
2015,Issyk-Kul,KG02,17.6
2016,Issyk-Kul,KG02,15.6
2017,Issyk-Kul,KG02,15.0
2018,Issyk-Kul,KG02,19.5
2019,Issyk-Kul,KG02,15.6
2020,Issyk-Kul,KG02,10.8
2021,Issyk-Kul,KG02,12.9
2007,Naryn,KG04,14.8
2008,Naryn,KG04,16.3
2009,Naryn,KG04,15.5
2010,Naryn,KG04,19.2
2011,Naryn,KG04,16.7
2012,Naryn,KG04,14.6
2013,Naryn,KG04,13.0
2014,Naryn,KG04,17.2
2015,Naryn,KG04,13.8
2016,Naryn,KG04,13.2
2017,Naryn,KG04,15.2
2018,Naryn,KG04,10.2
2019,Naryn,KG04,10.4
2020,Naryn,KG04,6.5
2021,Naryn,KG04,10.2
2007,Osh,KG06,4.6
2008,Osh,KG06,4.4
2009,Osh,KG06,4.5
2010,Osh,KG06,4.2
2011,Osh,KG06,4.7
2012,Osh,KG06,5.3
2013,Osh,KG06,6.2
2014,Osh,KG06,5.8
2015,Osh,KG06,4.4
2016,Osh,KG06,3.9
2017,Osh,KG06,3.8
2018,Osh,KG06,2.9
2019,Osh,KG06,3.5
2020,Osh,KG06,2.9
2021,Osh,KG06,4.2
2007,Talas,KG07,4.9
2008,Talas,KG07,4.0
2009,Talas,KG07,7.5
2010,Talas,KG07,7.8
2011,Talas,KG07,5.1
2012,Talas,KG07,5.1
2013,Talas,KG07,12.4
2014,Talas,KG07,6.1
2015,Talas,KG07,8.4
2016,Talas,KG07,4.3
2017,Talas,KG07,3.1
2018,Talas,KG07,3.8
2019,Talas,KG07,3.0
2020,Talas,KG07,2.6
2021,Talas,KG07,3.3
2007,Chui,KG08,15.8
2008,Chui,KG08,17.9
2009,Chui,KG08,17.8
2010,Chui,KG08,20.1
2011,Chui,KG08,17.2
2012,Chui,KG08,20.5
2013,Chui,KG08,14.2
2014,Chui,KG08,14.4
2015,Chui,KG08,13.8
2016,Chui,KG08,16.7
2017,Chui,KG08,15.2
2018,Chui,KG08,13.7
2019,Chui,KG08,11.6
2020,Chui,KG08,13.1
2021,Chui,KG08,15.2
2007,Bishkek (city),KG11,10.3
2008,Bishkek (city),KG11,5.3
2009,Bishkek (city),KG11,5.7
2010,Bishkek (city),KG11,8.6
2011,Bishkek (city),KG11,6.5
2012,Bishkek (city),KG11,4.2
2013,Bishkek (city),KG11,3.8
2014,Bishkek (city),KG11,3.2
2015,Bishkek (city),KG11,2.5
2016,Bishkek (city),KG11,2.8
2017,Bishkek (city),KG11,2.4
2018,Bishkek (city),KG11,1.8
2019,Bishkek (city),KG11,2.6
2020,Bishkek (city),KG11,1.0
2021,Bishkek (city),KG11,2.4
2007,Osh (city),KG21,2.3
2008,Osh (city),KG21,3.9
2009,Osh (city),KG21,4.3
2010,Osh (city),KG21,1.6
2011,Osh (city),KG21,1.6
2012,Osh (city),KG21,2.7
2013,Osh (city),KG21,1.1
2014,Osh (city),KG21,2.2
2015,Osh (city),KG21,1.8
2016,Osh (city),KG21,2.5
2017,Osh (city),KG21,2.5
2018,Osh (city),KG21,1.7
2019,Osh (city),KG21,2.9
2020,Osh (city),KG21,1.3
2021,Osh (city),KG21,0.6
