Year,concept.REF_AREA,Value
2007,,98.436866
2008,,98.483992
2009,,98.495642
2010,,98.309687
2011,,98.622407
2012,,98.838817
2013,,98.985022
2014,,99.176724
2015,,99.230049
2016,,99.185581
2017,,99.3
2018,,99.3
2019,,99.348833
2007,CL_AREA.KG05,97.74409
2008,CL_AREA.KG05,97.474925
2009,CL_AREA.KG05,98.874508
2010,CL_AREA.KG05,96.861772
2011,CL_AREA.KG05,97.13801
2012,CL_AREA.KG05,98.465778
2013,CL_AREA.KG05,99.080933
2014,CL_AREA.KG05,99.356181
2015,CL_AREA.KG05,99.261631
2016,CL_AREA.KG05,98.979592
2017,CL_AREA.KG05,99.2
2018,CL_AREA.KG05,99.4
2019,CL_AREA.KG05,99.335614
2007,CL_AREA.KG03,98.959241
2008,CL_AREA.KG03,98.575021
2009,CL_AREA.KG03,98.923445
2010,CL_AREA.KG03,98.940709
2011,CL_AREA.KG03,99.115744
2012,CL_AREA.KG03,99.045346
2013,CL_AREA.KG03,99.080837
2014,CL_AREA.KG03,99.16137
2015,CL_AREA.KG03,99.299119
2016,CL_AREA.KG03,99.265036
2017,CL_AREA.KG03,99.4
2018,CL_AREA.KG03,99.4
2019,CL_AREA.KG03,99.331319
2007,CL_AREA.KG02,99.294245
2008,CL_AREA.KG02,99.008513
2009,CL_AREA.KG02,99.274602
2010,CL_AREA.KG02,99.414531
2011,CL_AREA.KG02,99.463221
2012,CL_AREA.KG02,99.435996
2013,CL_AREA.KG02,99.427262
2014,CL_AREA.KG02,99.451005
2015,CL_AREA.KG02,99.391542
2016,CL_AREA.KG02,99.422551
2017,CL_AREA.KG02,99.5
2018,CL_AREA.KG02,99.5
2019,CL_AREA.KG02,99.485976
2007,CL_AREA.KG04,97.720601
2008,CL_AREA.KG04,98.116039
2009,CL_AREA.KG04,98.275296
2010,CL_AREA.KG04,97.822417
2011,CL_AREA.KG04,98.680426
2012,CL_AREA.KG04,98.696845
2013,CL_AREA.KG04,98.717291
2014,CL_AREA.KG04,98.817416
2015,CL_AREA.KG04,98.774112
2016,CL_AREA.KG04,98.787433
2017,CL_AREA.KG04,99.0
2018,CL_AREA.KG04,99.2
2019,CL_AREA.KG04,99.123344
2007,CL_AREA.KG06,96.877363
2008,CL_AREA.KG06,97.394325
2009,CL_AREA.KG06,96.451545
2010,CL_AREA.KG06,96.52909
2011,CL_AREA.KG06,97.299639
2012,CL_AREA.KG06,97.817694
2013,CL_AREA.KG06,98.222659
2014,CL_AREA.KG06,98.874035
2015,CL_AREA.KG06,99.087129
2016,CL_AREA.KG06,99.070282
2017,CL_AREA.KG06,99.1
2018,CL_AREA.KG06,99.1
2019,CL_AREA.KG06,99.216847
2007,CL_AREA.KG07,99.285714
2008,CL_AREA.KG07,99.252883
2009,CL_AREA.KG07,99.270189
2010,CL_AREA.KG07,99.485821
2011,CL_AREA.KG07,99.688576
2012,CL_AREA.KG07,99.660672
2013,CL_AREA.KG07,99.694501
2014,CL_AREA.KG07,99.680296
2015,CL_AREA.KG07,99.729775
2016,CL_AREA.KG07,99.713877
2017,CL_AREA.KG07,99.5
2018,CL_AREA.KG07,99.7
2019,CL_AREA.KG07,99.610751
2007,CL_AREA.KG08,99.023641
2008,CL_AREA.KG08,99.18247
2009,CL_AREA.KG08,99.161879
2010,CL_AREA.KG08,99.199707
2011,CL_AREA.KG08,99.107284
2012,CL_AREA.KG08,99.152542
2013,CL_AREA.KG08,99.134263
2014,CL_AREA.KG08,99.23354
2015,CL_AREA.KG08,99.163311
2016,CL_AREA.KG08,99.176269
2017,CL_AREA.KG08,99.2
2018,CL_AREA.KG08,99.2
2019,CL_AREA.KG08,99.366992
2007,CL_AREA.KG11,99.435435
2008,CL_AREA.KG11,99.586624
2009,CL_AREA.KG11,99.621193
2010,CL_AREA.KG11,99.598067
2011,CL_AREA.KG11,99.46062
2012,CL_AREA.KG11,99.614421
2013,CL_AREA.KG11,99.611183
2014,CL_AREA.KG11,99.609444
2015,CL_AREA.KG11,99.494367
2016,CL_AREA.KG11,99.479551
2017,CL_AREA.KG11,99.5
2018,CL_AREA.KG11,99.6
2019,CL_AREA.KG11,99.478079
2007,CL_AREA.KG21,98.916283
2008,CL_AREA.KG21,98.982971
2009,CL_AREA.KG21,98.918685
2010,CL_AREA.KG21,97.390903
2011,CL_AREA.KG21,99.342208
2012,CL_AREA.KG21,98.973247
2013,CL_AREA.KG21,99.300699
2014,CL_AREA.KG21,99.388163
2015,CL_AREA.KG21,99.258076
2016,CL_AREA.KG21,99.319952
2017,CL_AREA.KG21,99.5
2018,CL_AREA.KG21,99.7
2019,CL_AREA.KG21,99.537118
